2ccc5f2c534f4be2b329eada685ce311 ,85.7589026,0.118208696,6.838742576,1.454113365,0.302275816,-18.73870527,0,-0.032352385,0.12723155,0.040447004,-0.05829746,-0.011933136,-0.138550033,0.053952997,-7.091729999,0,0.338436696,21.30543292,0.544194439,0.109245993,0.042165964,0.041516668,0.439459334,-13.97561302,0,0.177114451,5.456442962,1.493776378,0
2ccc5f2c534f4be2b329eada685ce311 ,85.7589026,0.152945152,5.997176143,1.098305003,0.308892901,-14.17308958,0,-0.027380604,0.273710811,-0.007811251,-0.0591744,0.048517172,-0.129177978,0.010835559,-10.47946656,0,0.325635511,34.57582561,0.804912155,0.105656137,-0.130177708,0.075700329,0.446421301,-17.61856091,0,0.17681732,5.130891673,1.493497134,1
2ccc5f2c534f4be2b329eada685ce311 ,85.7589026,0.162167584,5.302320849,0.999141565,0.314331015,-13.09350971,0,-0.025807734,0.184342956,-0.024432749,-0.057710336,0.099156532,-0.143310874,0.00306331,-10.75626279,0,0.315799284,31.02895774,0.867839923,0.103620156,-0.162815308,0.095730446,0.439689608,-13.03111034,0,0.17434292,5.650661585,1.523433211,2
2ccc5f2c534f4be2b329eada685ce311 ,85.7589026,0.137683518,6.504518952,1.256002151,0.30433347,-16.94879554,0,-0.027398102,0.12110015,-0.009159746,-0.056178301,0.0814614,-0.158807153,0.026104723,-9.433893651,0,0.324488605,27.35377961,0.744199443,0.106331731,-0.186363658,0.068381914,0.445833075,-11.76337437,0,0.180723454,5.267409936,1.455799847,3
2ccc5f2c534f4be2b329eada685ce311 ,85.7589026,0.161747468,4.899112924,0.999312935,0.315815276,-13.70069512,0,-0.02569781,0.079876388,-0.026569293,-0.057617735,0.153012686,-0.143695024,0.003519119,-10.52377372,0,0.322724575,32.15934314,0.809914708,0.104104122,-0.216306696,0.090357903,0.438578135,-15.3471909,0,0.164627706,6.339568821,1.627478251,4
2ccc5f2c534f4be2b329eada685ce311 ,85.7589026,0.142036871,6.244417796,1.209868701,0.306418652,-16.26610838,0,-0.02734303,0.144840184,-0.009472836,-0.056160068,0.069560335,-0.159108012,0.020972898,-9.743158774,0,0.322473657,28.30418206,0.773850998,0.105687365,-0.166225438,0.075025942,0.442758982,-13.47778674,0,0.176201071,5.781910666,1.506166435,5
2ccc5f2c534f4be2b329eada685ce311 ,85.7589026,0.166825178,5.202906889,0.951563301,0.31390883,-12.27943118,0,-0.025927557,0.199045638,-0.023088973,-0.057605741,0.098866961,-0.144360599,0.001765846,-11.20473816,0,0.31734934,34.27315658,0.884773829,0.103708834,-0.183253667,0.094642715,0.440125503,-12.82292143,0,0.17022904,5.698363488,1.56505015,6
2ccc5f2c534f4be2b329eada685ce311 ,85.7589026,0.163068027,3.63781544,0.973552564,0.3195896,-10.47312463,0,-0.025501608,0.183853082,-0.027507875,-0.057313694,-0.303292495,-0.15129878,-0.003393522,-10.54995938,0,0.343357176,51.29925119,0.794744796,0.103899815,0.250393009,0.09706162,0.439426336,-16.54163937,0,0.177547563,7.028350246,1.505124105,7
2ccc5f2c534f4be2b329eada685ce311 ,85.7589026,0.161139618,5.029975914,1.006698225,0.315506965,-13.20117033,0,-0.026505468,0.137230616,-0.017926941,-0.057013442,-0.055710322,-0.151828948,0.003235127,-10.57158841,0,0.318243047,33.14936827,0.864573673,0.10381396,0.254958755,0.097973312,0.436822319,-18.10616537,0,0.177137503,8.382315123,1.522780084,8
2ccc5f2c534f4be2b329eada685ce311 ,85.7589026,0.162737731,4.633380525,0.986761251,0.30944468,-13.4160147,0,-0.025182427,0.043797725,-0.032090279,-0.056744212,0.173202358,-0.152230903,-0.000761308,-10.87381889,0,0.311203392,30.10822635,0.904590998,0.105056023,-0.216996392,0.080826984,0.451434436,-15.83106312,0,0.183111834,5.030135006,1.429540981,9
